date, pm25, pm10, o3, no2, so2, co
2021/10/2, 19, 13, 45, 7, 1, 2
2021/10/3, 34, 15, 39, 7, , 3
2021/10/4, 35, 17, 49, 9, , 2
2021/10/5, 45, 14, 38, 7, , 2
2021/10/6, 36, 12, 21, 10, , 2
2021/10/7, 29, 13, 47, 8, , 2
2021/10/8, 39, 17, 34, 6, , 2
2021/10/9, 39, 11, 35, 4, , 3
2021/10/10, 25, 11, 35, 7, , 2
2021/10/11, 34, 12, 27, 9, , 2
2021/10/12, 25, 5, , 8, , 2
2021/10/13, 10, 8, 21, 10, , 2
2021/10/14, 20, 14, 42, 14, , 3
2021/10/15, 37, 14, 27, 14, , 3
2021/10/16, 33, 7, 26, 4, , 2
2021/10/17, 18, 6, 29, 8, , 2
2021/10/18, 18, 8, 19, 12, , 3
2021/10/19, 25, 6, 30, 7, , 3
2021/10/20, 14, 5, 27, 8, , 3
2021/10/21, 15, 8, 15, 11, , 3
2021/10/22, 24, 7, 31, 8, , 2
2021/10/23, 29, 9, 30, 10, , 3
2021/10/24, 27, 14, 22, 13, , 3
2021/10/25, 44, 5, 32, 8, , 3
2021/10/26, 14, 10, 11, 18, , 3
2021/10/27, 36, 12, 35, 10, , 2
2021/10/28, 39, 9, 32, 8, , 3
2021/10/29, 23, 12, 30, 17, 1, 4
2021/10/30, 30, 19, 19, 12, 1, 4
2021/10/31, 58, 14, 27, 11, 1, 3
2021/11/1, 46, 17, 28, 16, 1, 4
2021/11/2, 56, 13, 38, 9, 1, 3
2021/11/3, 34, 10, 33, 15, 1, 3
2021/11/4, 28, 13, 35, 13, 1, 2
2021/11/5, 35, 10, 34, 8, 1, 2
2021/11/6, 28, 12, 32, 7, 1, 2
2021/11/7, 34, 9, 28, 10, 1, 2
2021/11/8, 27, 6, 14, 17, 1, 3
2021/11/9, 17, 6, 30, 10, , 2
2021/11/10, 16, 8, 33, 14, 1, 3
2021/11/11, 22, 9, 28, 16, 1, 3
2021/11/12, 25, 10, 26, 19, 1, 5
2021/11/13, 28, 14, 30, 16, 1, 4
2021/11/14, 44, 13, 25, 23, 1, 4
2021/11/15, 40, 15, 29, 14, , 3
2021/11/16, 45, 11, 26, 13, 1, 2
2021/11/17, 34, 16, 19, 22, 1, 4
2021/11/18, 54, 16, 23, 21, 1, 4
2021/11/19, 49, 20, 37, 21, , 4
2021/11/20, 50, 19, 25, , 1, 3
2021/11/22, 50, 7, 28, 10, 1, 3
2021/11/23, 19, 6, 27, 10, , 2
2021/11/24, 17, 10, 25, 17, 1, 3
2021/11/25, 27, 14, 24, 26, 2, 5
2021/11/26, 40, 5, 26, 9, 1, 2
2021/11/27, 15, 4, 30, 6, , 2
2021/11/28, 11, 10, 17, 20, 1, 4
2021/11/29, 38, 12, 21, 18, 1, 3
2021/11/30, 39, 7, 25, 10, , 3
2021/12/1, 27, 6, 21, 14, 1, 4
2021/12/2, 20, 12, 11, 25, 1, 5
2021/12/3, 41, 11, 23, 19, 1, 4
2021/12/4, 39, 5, 27, 6, 1, 3
2021/12/5, 17, 13, 14, 14, 1, 3
2021/12/6, 47, 8, 20, 12, 1, 2
2021/12/7, 32, 2, 24, 6, 1, 2
2021/12/8, 7, 8, 23, 7, 1, 2
2021/12/9, 27, 11, 20, 13, 1, 3
2021/12/10, 36, 14, 21, 16, 1, 5
2021/12/11, 51, 16, 25, 16, 1, 4
2021/12/12, 55, 5, 26, 7, 1, 2
2021/12/13, 19, 9, 21, 19, 1, 3
2021/12/14, 36, 13, 16, 22, 1, 6
2021/12/15, 47, 15, 15, 26, 1, 5
2021/12/16, 52, 15, 28, 23, , 4
2021/12/17, 58, 3, 26, 5, , 2
2021/12/18, 14, 11, 16, 22, 1, 4
2021/12/19, 43, 10, 17, 26, 1, 5
2021/12/20, 38, 17, 14, 30, 1, 6
2021/12/21, 56, 9, 29, 11, 1, 4
2021/12/22, 27, 10, 29, 12, 1, 3
2021/12/23, 28, 21, 14, 31, 1, 4
2021/12/24, 66, 14, 26, 14, 1, 3
2021/12/25, 51, 2, 27, 3, , 2
2021/12/26, 9, 5, 24, 16, 1, 3
2021/12/27, 17, 6, 28, 15, 1, 3
2021/12/28, 22, 12, 22, 18, 1, 5
2021/12/29, 43, 11, 28, 16, 1, 4
2021/12/30, 37, 3, 27, 4, 1, 2
2021/12/31, 12, 4, 28, 4, , 2
2022/1/1, 11, , , , , 
2021/7/1, 21, 7, 18, 12, , 2
2021/7/2, 18, 8, 30, 6, , 2
2021/7/3, 19, 4, 18, 3, , 1
2021/7/4, 10, 8, 20, 10, , 3
2021/7/5, 20, 20, 32, 16, 1, 4
2021/7/6, 44, 31, 55, 9, 1, 3
2021/7/7, 67, 13, 19, 10, 1, 2
2021/7/8, 28, 11, 13, 11, , 2
2021/7/9, 23, 18, 64, 7, 1, 2
2021/7/10, 40, 18, 58, 5, 1, 2
2021/7/11, 36, 15, 60, 9, 1, 2
2021/7/12, 35, 18, 41, 9, 1, 3
2021/7/13, 40, 16, 43, 6, 1, 2
2021/7/14, 39, 16, 34, 6, 1, 2
2021/7/15, 36, 12, 27, 7, 1, 1
2021/7/16, 30, 11, 39, 4, 1, 1
2021/7/17, 28, 12, 22, 2, 1, 1
2021/7/18, 27, 15, 74, 6, 1, 2
2021/7/19, 33, 13, 55, 6, 1, 1
2021/7/20, 34, 11, 57, 5, 1, 1
2021/7/21, 27, 10, 56, 4, 1, 1
2021/7/22, 26, 8, 37, 3, 1, 1
2021/7/23, 23, 11, 46, 5, 1, 1
2021/7/24, 28, 12, 35, 3, 1, 2
2021/7/25, 31, 20, 35, 4, 1, 2
2021/7/26, 52, 10, 24, 4, , 1
2021/7/27, 22, 16, 39, 5, 1, 1
2021/7/28, 37, 15, 30, 4, 1, 1
2021/7/29, 71, 12, 24, 8, 1, 1
2021/7/30, 45, 11, 36, 5, 1, 2
2021/7/31, 27, 15, 45, 3, 1, 2
2021/8/1, 38, 12, 30, 7, 1, 2
2021/8/2, 29, 14, 19, 4, 1, 1
2021/8/3, 26, 12, 41, 4, 1, 1
2021/8/4, 26, 11, 64, 8, 1, 1
2021/8/5, 28, 11, 36, 5, 1, 
2021/8/6, 26, 9, 12, 4, 1, 
2021/8/7, 18, 12, 20, 3, 1, 
2021/8/8, 23, 28, 26, 3, 1, 
2021/8/9, 43, 11, 30, 2, 1, 
2021/8/10, 24, 11, 44, 6, 1, 1
2021/8/11, 23, 13, 31, 6, 1, 2
2021/8/12, 30, 9, 37, 5, 1, 2
2021/8/13, 19, 5, 13, 4, , 1
2021/8/14, 9, 4, 19, 2, , 
2021/8/15, 5, 6, 16, 6, , 2
2021/8/16, 11, 11, 17, 11, 1, 2
2021/8/17, 23, 12, 12, 2, , 1
2021/8/18, 18, 7, 17, 3, , 1
2021/8/19, 16, 8, 17, 3, 1, 1
2021/8/20, 18, 10, 26, 5, 1, 1
2021/8/21, 24, 44, 19, 5, 1, 1
2021/8/22, 60, 17, 36, 8, 1, 2
2021/8/23, 38, 18, 46, 9, 2, 3
2021/8/24, 41, 49, 63, 13, 1, 3
2021/8/25, 73, 30, 104, 11, 2, 3
2021/8/26, 66, 27, 81, 7, 1, 2
2021/8/27, 56, 56, 96, 8, 1, 3
2021/8/28, 100, 23, 38, 6, 1, 3
2021/8/29, 56, 26, 51, 9, 1, 3
2021/8/30, 55, 16, 38, 8, 1, 3
2021/8/31, 39, 13, 27, 8, 1, 2
2021/9/1, 30, 6, 21, 8, , 2
2021/9/2, 12, 6, 20, 7, , 2
2021/9/3, 12, 8, 23, 6, , 2
2021/9/4, 12, 8, 26, 2, , 
2021/9/5, 15, 9, 18, 7, , 2
2021/9/6, 19, 9, 33, 5, , 2
2021/9/7, 22, 12, 24, 11, 1, 2
2021/9/8, 30, 10, 16, 12, , 3
2021/9/9, 28, 14, 60, 10, 1, 3
2021/9/10, 36, 20, 45, 9, 1, 3
2021/9/11, 46, 19, 33, 5, 1, 3
2021/9/12, 45, 17, 44, 6, 1, 2
2021/9/13, 36, 13, 26, 10, 1, 3
2021/9/14, 33, 12, 43, 7, 1, 2
2021/9/15, 35, 10, 31, 4, 1, 
2021/9/16, 29, 13, 27, 10, 2, 3
2021/9/17, 33, 11, 27, 7, 1, 3
2021/9/18, 22, 7, 36, 2, , 2
2021/9/19, 17, 10, 38, 4, 1, 2
2021/9/20, 28, 12, 45, 8, 1, 2
2021/9/21, 35, 13, 29, 10, 1, 3
2021/9/22, 31, 18, 61, 9, 1, 4
2021/9/23, 44, 15, 47, 7, 1, 2
2021/9/24, 41, 11, 27, 4, 1, 2
2021/9/25, 29, 9, 24, 5, , 3
2021/9/26, 26, 10, 30, 6, 1, 2
2021/9/27, 28, 12, 35, 6, 1, 2
2021/9/28, 31, 11, 35, 9, 1, 2
2021/9/29, 30, 14, 29, 14, 1, 3
2021/9/30, 33, 7, 34, 5, , 2
2021/4/1, 1, 16, 39, 6, 1, 2
2021/4/2, 1, 17, 45, 7, 1, 2
2021/4/3, 1, 23, 39, 4, , 2
2021/4/4, 1, 10, 26, 7, , 2
2021/4/5, 1, 10, 34, 6, , 
2021/4/6, 1, 12, 39, 10, 1, 2
2021/4/7, 1, 12, 45, 8, 1, 2
2021/4/8, 1, 10, 43, 6, 1, 2
2021/4/9, 1, 8, 41, 3, 1, 
2021/4/10, 9, 11, 48, 7, 1, 2
2021/4/11, 37, 12, 41, 11, 1, 2
2021/4/12, 40, 10, 38, 9, 1, 2
2021/4/13, 28, 8, 32, 8, , 2
2021/4/14, 30, 9, 39, 7, 1, 2
2021/4/15, 24, 12, 36, 13, 1, 2
2021/4/16, 35, 11, 31, 10, 1, 2
2021/4/17, 32, 8, 41, 4, , 
2021/4/18, 21, 18, 48, 5, 1, 3
2021/4/19, 47, 19, 52, 12, 1, 2
2021/4/20, 48, 19, 56, 8, 1, 2
2021/4/21, 52, 15, 41, 5, 1, 
2021/4/22, 46, 15, 46, 6, 1, 3
2021/4/23, 43, 14, 59, 8, 1, 2
2021/4/24, 39, 18, 55, 6, 1, 2
2021/4/25, 47, 12, 40, 3, 1, 2
2021/4/26, 34, 10, 44, 7, 1, 2
2021/4/27, 27, 14, 43, 8, 1, 1
2021/4/28, 39, 7, 33, 2, , 1
2021/4/29, 22, 12, 54, 5, 1, 2
2021/4/30, 30, 15, 57, 7, 1, 2
2021/5/1, 35, 7, 44, 3, 1, 2
2021/5/2, 19, 8, 44, 4, 1, 2
2021/5/3, 22, 13, 54, 7, 1, 2
2021/5/4, 37, 14, 46, 5, , 2
2021/5/5, 36, 12, 51, 7, 1, 2
2021/5/6, 33, 16, 42, 16, 1, 3
2021/5/7, 45, 20, 50, 8, 1, 2
2021/5/8, 50, 34, 53, 3, 1, 2
2021/5/9, 72, 30, 55, 4, 1, 2
2021/5/10, 60, 13, 38, 9, 1, 2
2021/5/11, 34, 11, 43, 11, 1, 2
2021/5/12, 28, 11, 33, 8, 1, 2
2021/5/13, 34, 13, 65, 10, 1, 2
2021/5/14, 42, 13, 48, 10, 1, 3
2021/5/15, 38, 12, 46, 3, 1, 
2021/5/16, 28, 10, 17, 4, , 1
2021/5/17, 22, 15, 22, 11, 1, 2
2021/5/18, 32, 9, 18, 13, 1, 2
2021/5/19, 28, 14, 26, 16, 1, 3
2021/5/20, 52, 11, 39, 5, , 1
2021/5/21, 25, 13, 44, 6, 1, 3
2021/5/22, 30, 9, 51, 3, 1, 2
2021/5/23, 20, 13, 52, 10, 2, 3
2021/5/24, 37, 16, 81, 5, 1, 2
2021/5/25, 45, 19, 59, 6, 1, 2
2021/5/26, 49, 13, 33, 10, , 2
2021/5/27, 31, 11, 49, 10, 1, 3
2021/5/28, 38, 20, 52, 8, 1, 2
2021/5/29, 52, 19, 54, 4, 1, 2
2021/5/30, 48, 11, 48, 8, 1, 2
2021/5/31, 30, 9, 61, 6, 1, 2
2021/6/1, 28, 10, 43, 4, 1, 2
2021/6/2, 27, 13, 44, 8, 1, 3
2021/6/3, 34, 9, 35, 4, , 2
2021/6/4, 15, 10, 50, 7, 1, 3
2021/6/5, 22, 16, 48, 7, 1, 3
2021/6/6, 38, 16, 49, 13, 2, 3
2021/6/7, 44, 24, 99, 11, 2, 3
2021/6/8, 60, 23, 80, 8, 1, 2
2021/6/9, 64, 21, 77, 9, 1, 3
2021/6/10, 98, 16, 50, 5, 2, 2
2021/6/11, 44, 12, 37, 4, , 2
2021/6/12, 32, 15, 38, 4, 1, 2
2021/6/13, 43, 14, 30, 8, 1, 2
2021/6/14, 36, 14, 72, 8, 1, 2
2021/6/15, 41, 12, 25, 10, 1, 2
2021/6/16, 29, 9, 29, 4, 1, 2
2021/6/17, 25, 12, 48, 7, 1, 2
2021/6/18, 37, 8, 30, 5, , 3
2021/6/19, 22, 5, 35, 3, , 
2021/6/20, 12, 13, 54, 7, 1, 2
2021/6/21, 36, 11, 44, 8, 2, 2
2021/6/22, 28, , 29, 8, 1, 2
2021/6/24, 33, 11, 42, 8, 1, 2
2021/6/25, 30, 13, 64, 9, 1, 2
2021/6/26, 34, 9, 44, 4, 1, 2
2021/6/27, 26, 8, 42, 4, 1, 3
2021/6/28, 26, 7, 40, 4, 1, 1
2021/6/29, 17, 12, 35, 6, , 2
2021/6/30, 26, 10, 28, 11, 1, 2
2021/1/4, 41, 11, 12, 23, 1, 3
2021/1/5, 40, 11, 18, 15, , 3
2021/1/6, 41, 11, 28, 16, 1, 3
2021/1/7, 37, 7, 17, 17, 1, 3
2021/1/8, 23, 6, 28, 16, 1, 3
2021/1/9, 24, 9, 26, 17, 1, 3
2021/1/10, 30, 10, 22, 16, 1, 3
2021/1/11, 32, 16, 15, 22, 1, 4
2021/1/12, 57, 12, 22, 23, 1, 5
2021/1/13, 43, 12, 23, 23, 1, 3
2021/1/14, 39, 22, 15, 19, 1, 2
2021/1/15, 54, 23, 29, 17, 1, 3
2021/1/16, 54, 10, 28, 5, 1, 2
2021/1/17, 30, 14, 15, 22, 1, 5
2021/1/18, 54, 10, 28, 11, 1, 3
2021/1/19, 27, 7, 28, 13, 1, 5
2021/1/20, 24, 20, 21, 29, 1, 5
2021/1/21, 66, 29, 19, 40, 1, 5
2021/1/22, 85, 24, 25, 18, 1, 4
2021/1/23, 74, 7, 23, 7, , 2
2021/1/24, 35, 9, 23, 17, 1, 3
2021/1/25, 36, 14, 14, 24, 1, 3
2021/1/26, 51, 12, 29, 16, 1, 3
2021/1/27, 44, 14, 24, 16, 1, 3
2021/1/28, 50, 10, 28, 15, , 3
2021/1/29, 36, 5, 30, 10, , 3
2021/1/30, 20, 9, 30, 14, 1, 3
2021/1/31, 28, 16, 14, 24, 1, 4
2021/2/1, 55, 12, 25, 17, 1, 3
2021/2/2, 38, 6, 30, 14, , 3
2021/2/3, 23, 8, 34, 15, 1, 3
2021/2/4, 27, 7, 28, 16, 1, 3
2021/2/5, 25, 18, 24, 29, 1, 5
2021/2/6, 64, 13, 43, 11, 1, 3
2021/2/7, 41, 6, 29, 5, 1, 2
2021/2/8, 16, 4, 29, 6, 1, 2
2021/2/9, 17, 9, 29, 16, 1, 3
2021/2/10, 31, 12, 38, 11, 1, 3
2021/2/11, 40, 16, 21, 20, 1, 3
2021/2/12, 55, 16, 33, 17, 1, 3
2021/2/13, 53, 18, 37, 12, 1, 3
2021/2/14, 56, 8, 16, 17, 1, 3
2021/2/15, 35, 6, 31, 7, 1, 2
2021/2/16, 24, 7, 33, 7, 1, 2
2021/2/17, 29, 4, 30, 6, 1, 2
2021/2/18, 16, 4, 32, 11, 1, 2
2021/2/19, 16, 15, 41, 16, 1, 3
2021/2/20, 43, 27, 43, 18, 1, 4
2021/2/21, 69, 26, 46, 18, 2, 3
2021/2/22, 68, 11, 36, 7, 1, 2
2021/2/23, 27, 5, 33, 3, 1, 2
2021/2/24, 16, 8, 31, 10, 2, 2
2021/2/25, 28, 12, 31, 15, 1, 2
2021/2/26, 39, 9, 35, 3, 1, 
2021/2/27, 27, 9, 34, 10, 1, 2
2021/2/28, 31, 12, 33, 15, 1, 3
2021/3/1, 36, 5, 33, 3, 1, 
2021/3/2, 16, 5, 35, 4, , 2
2021/3/3, 17, 10, 31, 14, 1, 2
2021/3/4, 35, 15, 26, 22, 1, 3
2021/3/5, 56, 13, 33, 10, 1, 3
2021/3/6, 47, 9, 34, 3, 1, 2
2021/3/7, 28, 13, 26, 12, 1, 2
2021/3/8, 47, 10, 28, 14, 1, 2
2021/3/9, 32, 13, 40, 12, 1, 3
2021/3/10, 41, 12, 36, 13, 1, 2
2021/3/11, 37, 21, 32, 21, , 3
2021/3/12, 61, 6, 26, 10, , 2
2021/3/13, 28, 5, 39, 5, 1, 2
2021/3/14, 18, 9, 40, 5, 1, 
2021/3/15, 28, 16, 46, 14, , 2
2021/3/16, 47, 15, 38, 4, 1, 2
2021/3/17, 50, 18, 41, 10, 1, 2
2021/3/18, 46, 16, 35, 9, 1, 2
2021/3/19, 42, 15, 37, 9, 1, 2
2021/3/20, 41, 11, 31, 6, , 2
2021/3/21, 39, 8, 35, 4, 1, 2
2021/3/22, 24, 12, 40, 8, 1, 2
2021/3/23, 37, 14, 49, 11, 1, 2
2021/3/24, 45, 12, 35, 11, 1, 2
2021/3/25, 36, 19, 50, 9, 1, 2
2021/3/26, 53, 20, 51, 8, 1, 2
2021/3/27, 55, 18, 47, 4, , 2
2021/3/28, 47, 12, 38, 14, 1, 3
2021/3/29, 11, 46, 51, 12, 1, 3
2021/3/30, 1, 57, 55, 7, 2, 2
2021/3/31, 1, 45, 45, 9, 1, 2
2020/10/1, 37, 15, 45, 12, 1, 3
2020/10/2, 45, 17, 48, 13, 1, 3
2020/10/3, 49, 23, 37, 8, 1, 3
2020/10/4, 59, 28, 27, 14, 1, 4
2020/10/5, 62, 10, 30, 5, 1, 2
2020/10/6, 32, 12, 28, 8, 1, 2
2020/10/7, 33, 5, 27, 7, , 2
2020/10/8, 14, 6, 24, 8, 1, 2
2020/10/9, 15, 3, 27, 6, , 2
2020/10/10, 8, 5, 27, 3, , 2
2020/10/11, 10, 6, 26, 7, 1, 3
2020/10/12, 14, 11, 23, 8, 1, 3
2020/10/13, 26, 13, 30, 8, 1, 2
2020/10/14, 35, 11, 19, 9, 1, 2
2020/10/15, 30, 9, 30, 8, 1, 2
2020/10/16, 27, 10, 21, 10, 1, 3
2020/10/17, 32, 7, 26, 7, 1, 3
2020/10/18, 32, 9, 8, 13, 1, 3
2020/10/19, 29, 10, 30, 12, 1, 3
2020/10/20, 33, 13, 32, 12, 1, 3
2020/10/21, 39, 16, 27, 13, 1, 3
2020/10/22, 47, 12, 31, 12, 1, 3
2020/10/23, 32, 8, 29, 5, 1, 3
2020/10/24, 19, 7, 36, 5, 1, 2
2020/10/25, 21, 12, 34, 13, 1, 4
2020/10/26, 34, 11, 16, 9, 1, 2
2020/10/27, 34, 15, , 19, 1, 3
2020/10/28, 44, 14, 27, 10, 1, 3
2020/10/29, 38, 8, 27, 4, 1, 
2020/10/30, 23, 8, 28, 7, 1, 2
2020/10/31, 27, 18, 27, 14, 1, 4
2020/11/1, 51, 26, 19, 21, 1, 4
2020/11/2, 70, 17, 18, 13, , 3
2020/11/3, 55, 6, 26, 8, 1, 3
2020/11/4, 18, 11, 26, 17, 1, 4
2020/11/5, 32, 15, 8, 21, 1, 4
2020/11/6, 50, 22, 15, 22, 1, 5
2020/11/7, 66, 19, 32, 10, 1, 3
2020/11/8, 52, 8, 28, 7, 1, 2
2020/11/9, 22, 6, 25, 11, 1, 2
2020/11/10, 18, 6, 28, 7, 1, 2
2020/11/11, 19, 10, 19, 16, 1, 3
2020/11/12, 33, 13, 21, 17, 1, 4
2020/11/13, 43, 15, 30, 12, 1, 3
2020/11/14, 43, 16, 34, 12, 1, 3
2020/11/15, 50, 20, 24, 20, 1, 4
2020/11/16, 59, 22, 34, 15, 1, 4
2020/11/17, 63, 30, 24, 25, 1, 5
2020/11/18, 79, 27, 32, 18, 1, 5
2020/11/19, 70, 12, 29, 6, 1, 4
2020/11/20, 33, 7, 25, 4, 1, 2
2020/11/21, 14, 8, 28, 8, 1, 2
2020/11/22, 25, 9, 29, 7, 1, 2
2020/11/23, 26, 4, 25, 8, 1, 2
2020/11/24, 12, , 19, 11, 1, 3
2020/11/26, 63, 11, 18, , 1, 2
2020/11/27, 38, 8, 25, 3, 1, 2
2020/11/28, 26, 8, 22, 10, 1, 3
2020/11/29, 23, 13, 18, 17, 1, 3
2020/11/30, 46, 11, 21, 19, 1, 3
2020/12/1, 35, 10, 14, 16, 1, 2
2020/12/2, 42, 17, 14, 15, 1, 3
2020/12/3, 67, 9, 26, 14, 1, 3
2020/12/4, 34, 10, 12, 16, 1, 3
2020/12/5, 40, 13, 21, 15, 1, 4
2020/12/6, 47, 17, 18, 25, 1, 5
2020/12/7, 56, 11, 25, 16, 1, 4
2020/12/8, 34, 8, 20, 18, 1, 3
2020/12/9, 26, 16, 19, 21, , 4
2020/12/10, 62, 19, 11, 27, 1, 4
2020/12/11, 65, 22, 22, 21, 1, 4
2020/12/12, 74, 10, 27, 11, 1, 3
2020/12/13, 33, 7, 25, 13, 1, 3
2020/12/14, 19, 5, 21, 11, 1, 2
2020/12/15, 13, 6, 21, 16, 1, 3
2020/12/16, 18, 6, 23, 13, 1, 3
2020/12/17, 20, 11, 13, 27, 1, 4
2020/12/18, 35, 6, 24, 11, 1, 3
2020/12/19, 17, 5, 28, 8, 1, 2
2020/12/20, 15, 7, 21, 19, 1, 4
2020/12/21, 23, 13, 11, 31, 1, 5
2020/12/22, 45, 16, 17, 33, 2, 5
2020/12/23, 54, 23, 1, 38, 1, 7
2020/12/24, 68, 14, 27, 19, 1, 4
2020/12/25, 39, 8, 20, 20, 1, 4
2020/12/26, 27, 11, 22, 17, 1, 3
2020/12/27, 35, 17, 18, 22, 1, 4
2020/12/28, 59, 19, 15, 27, 1, 5
2020/12/29, 61, 19, 27, 16, 1, 3
2020/12/30, 64, 3, 27, 5, , 3
2020/12/31, 12, 10, 26, 13, 1, 3
2021/1/1, 33, 8, 21, 15, 1, 3
2021/1/2, 29, 6, 24, 11, 1, 3
2021/1/3, 20, 11, 18, 22, 2, 4
2020/7/1, 21, 16, 46, 4, , 2
2020/7/2, 38, 16, 35, 10, 1, 2
2020/7/3, 38, 9, 16, 5, , 1
2020/7/4, 15, 17, 41, 5, 1, 2
2020/7/5, 35, 9, 11, 3, , 1
2020/7/6, 13, 16, 7, 2, , 
2020/7/7, 31, 13, 32, 3, , 2
2020/7/8, 23, 7, 15, 6, , 
2020/7/9, 11, 12, 10, 6, 1, 3
2020/7/10, 25, 14, 13, 2, , 1
2020/7/11, 31, 11, 34, 2, 1, 2
2020/7/12, 25, 9, 31, 6, 1, 3
2020/7/13, 24, 8, 15, 9, 1, 3
2020/7/14, 20, 6, 14, 8, 1, 2
2020/7/15, 15, 7, 27, 7, 1, 3
2020/7/16, 22, 10, 9, 9, 1, 2
2020/7/17, 25, 11, 7, 10, , 3
2020/7/18, 26, 14, 39, 6, , 3
2020/7/19, 36, 22, 80, 8, 1, 4
2020/7/20, 54, 20, 37, 11, 1, 3
2020/7/21, 44, 21, 31, 7, 1, 3
2020/7/22, 44, 10, 21, 7, , 3
2020/7/23, 20, 26, 44, 10, 1, 5
2020/7/24, 53, 14, 10, 8, 1, 3
2020/7/25, 30, 6, 14, 4, , 2
2020/7/26, 11, 9, 13, 7, , 2
2020/7/27, 17, 17, 13, 11, 1, 3
2020/7/28, 33, 8, 16, 6, 1, 2
2020/7/29, 15, 12, 28, 7, 1, 3
2020/7/30, 28, 20, 37, 14, 1, 4
2020/7/31, 43, 21, 37, 5, 1, 2
2020/8/1, 43, 11, 35, 5, 1, 2
2020/8/2, 29, 18, 79, 8, 2, 3
2020/8/3, 43, 18, 47, 6, 1, 2
2020/8/4, 41, 24, 49, 5, 1, 2
2020/8/5, 52, 36, 31, 5, 1, 1
2020/8/6, 70, 35, 40, 6, 1, 2
2020/8/7, 78, 64, 40, 9, 3, 1
2020/8/8, 104, 90, 33, 5, 1, 1
2020/8/9, 127, 37, 57, 5, 1, 1
2020/8/10, 68, 16, 26, 4, , 1
2020/8/11, 41, 50, 44, 9, 1, 2
2020/8/12, 62, 41, 57, 7, 2, 2
2020/8/13, 61, 24, 53, 6, 1, 2
2020/8/14, 52, 79, 86, 5, 2, 3
2020/8/15, 123, 42, 41, 4, 1, 2
2020/8/16, 74, 33, 52, 6, 2, 3
2020/8/17, 60, 24, 46, 7, 1, 2
2020/8/18, 54, 19, 78, 8, 3, 2
2020/8/19, 48, 19, 53, 5, 1, 2
2020/8/20, 43, 21, 67, 7, 3, 2
2020/8/21, 50, 82, 63, 8, 1, 3
2020/8/22, 104, 14, 24, 6, 6, 2
2020/8/23, 39, 15, 31, 6, 1, 2
2020/8/24, 38, 16, 62, 7, 1, 2
2020/8/25, 42, 18, 63, 11, 2, 3
2020/8/26, 41, 12, 18, 9, 1, 3
2020/8/27, 23, 14, 14, 5, 1, 2
2020/8/28, 27, 17, 26, 4, 1, 1
2020/8/29, 37, 10, 29, 3, 1, 1
2020/8/30, 23, 13, 35, 5, 1, 2
2020/8/31, 27, 11, 23, 6, 1, 
2020/9/1, 24, 13, 25, 9, 1, 3
2020/9/2, 25, 12, 12, 6, 1, 1
2020/9/3, 17, 15, 33, 6, 1, 2
2020/9/4, 35, 20, 32, 6, 1, 
2020/9/5, 41, 16, 18, 4, 1, 2
2020/9/6, 30, 12, 11, 6, , 1
2020/9/7, 11, , , , , 
2020/9/13, 19, 9, 24, 8, 1, 2
2020/9/14, 21, 11, 30, 8, 1, 2
2020/9/15, 24, 14, 27, 10, 1, 2
2020/9/16, 29, 20, 34, 12, 1, 2
2020/9/17, 42, 18, 14, 6, 1, 2
2020/9/18, 36, 18, 31, 6, 1, 2
2020/9/19, 40, 14, 22, 6, , 2
2020/9/20, 31, 19, 35, 7, 1, 2
2020/9/21, 44, 17, 39, 7, 1, 3
2020/9/22, 45, 12, 27, 6, , 2
2020/9/23, 27, 10, 27, 4, 1, 2
2020/9/24, 23, 6, 19, 6, , 2
2020/9/25, 9, 9, 20, 6, 1, 3
2020/9/26, 16, 10, 25, 5, 1, 3
2020/9/27, 20, 7, 33, 6, 1, 2
2020/9/28, 17, 9, 32, 7, 1, 
2020/9/29, 25, 12, 40, 7, 1, 2
2020/9/30, 30, 16, 32, 10, 1, 3
2020/4/1, 53, 7, 41, 3, 1, 2
2020/4/2, 29, 12, 42, 8, 1, 2
2020/4/3, 41, 19, 51, 9, 1, 2
2020/4/4, 58, 13, 37, 7, , 3
2020/4/5, 44, 10, 45, 6, 1, 2
2020/4/6, 33, 15, 48, 10, 1, 3
2020/4/7, 51, 23, 64, 16, 1, 3
2020/4/8, 66, 15, 50, 8, 1, 2
2020/4/9, 49, 10, 38, 3, , 2
2020/4/10, 33, 9, 44, 4, 1, 2
2020/4/11, 31, 9, 39, 4, , 
2020/4/12, 36, 5, 38, 5, , 
2020/4/13, 16, 7, 37, 5, , 2
2020/4/14, 23, 11, 46, 9, 1, 2
2020/4/15, 36, 17, 38, 7, , 2
2020/4/16, 53, 11, 36, 8, 2, 2
2020/4/17, 39, 8, 35, 9, 1, 2
2020/4/18, 23, 6, 38, 5, 1, 3
2020/4/19, 18, 6, 30, 8, , 3
2020/4/20, 22, 11, 37, 18, 1, 4
2020/4/21, 40, 11, 37, 7, 1, 2
2020/4/22, 37, 8, 39, 6, 1, 2
2020/4/23, 26, 6, 41, 5, 1, 2
2020/4/24, 23, 9, 47, 5, 1, 2
2020/4/25, 32, 20, 57, 5, 1, 2
2020/4/26, 57, 13, 44, 8, 1, 2
2020/4/27, 43, 12, 40, 12, 1, 3
2020/4/28, 50, 13, 54, 7, 1, 2
2020/4/29, 43, 24, 80, 12, 1, 3
